sku,description,prod_type,comm_class,lot_control_flag,primary_dc,abc_code,fin_rprt_grp,sku_entry_date,sku_status,discon_date
865483GBB,Allergy Relief Caps Private Label,OTC,Private Label,Yes,PAWH200B,A,OTCPA9817,6/4/2021,Inactive,
665621TWL,Pain Relief Tablets,OTC,General Market,Yes,NJWH100A,A,OTCNJ7770,10/10/2017,Inactive,
338505MHK,Losartan 20mg Tablets Sample,Pharma,Sample,Yes,TXDC300C,,PHRTX1060,10/31/2024,Active,
445179WTW,Metformin 5mg Tablets Sample,Pharma,Sample,Yes,ILWH500E,B,PHRIL9905,11/7/2019,Active,
672475KLP,Atorvastatin 20mg Tablets,Pharma,,Yes,TXDC300C,B,PHRTX7564,9/5/2017,Inactive,
451077ZIR,Atorvastatin 50mg Tablets Sample,Pharma,Sample,Yes,TXDC300C,B,PHRTX4759,3/22/2025,Active,
644668LBV,Levothyroxine 100mg Tablets,Pharma,Private Label,Yes,ILWH500E,C,PHRIL6526,4/21/2020,Active,7/5/2027
921917BNR,Antacid Chewables Sample,OTC,Sample,Yes,PAWH200B,A,OTCPA2997,1/6/2020,Active,
436621XQQ,Ibuprofen 250mg Tablets,Pharma,General Market,No,,C,PHRNJ6976,9/2/2022,Inactive,
671045MWV,Cold and Flu Capsules Private Label,OTC,Private Label,Yes,TXDC300C,B,OTCTX5876,3/21/2019,Inactive,
691396YBH,Pain Relief Tablets,OTC,Private Label,Yes,PAWH200B,B,OTCPA4249,2/4/2017,Inactive,
621547LAX,Antacid Chewables Sample,,Sample,Yes,PAWH200B,C,OTCPA4272,7/7/2022,Inactive,
923230LXL,Amoxicillin 10mg Tablets Private Label,Pharma,Private Label,Yes,PAWH200B,C,PHRPA9980,3/28/2021,Active,
995244OWT,Hydrochlorothiazide 5mg Tablets Sample,Pharma,Sample,Yes,TXDC300C,C,PHRTX5866,9/13/2024,Inactive,
925411JLZ,Metformin 10mg Tablets,Pharma,General Market,Yes,,A,PHRNJ6645,7/7/2019,Active,
744400EMU,Cold and Flu Capsules Sample,OTC,Sample,Yes,NJWH100A,C,OTCNJ3132,9/27/2019,Inactive,
938415ZOU,Cold and Flu Capsules,OTC,General Market,Yes,CADC400D,B,OTCCA9111,8/16/2024,Inactive,
743758JDU,Sertraline 5mg Tablets Sapmle,Pharma,Sample,Yes,TXDC300C,B,PHRTX2841,10/1/2022,Inactive,
770594VCP,Lisinopril 250mg Tablets Private Label,Pharma,Private Label,Yes,ILWH500E,C,PHRIL9249,3/21/2018,Active,
334120KOK,Cough Syrup,OTC,General Market,Yes,,B,OTCTX8410,12/31/2020,Active,
835619QZU,Cough Syrup,OTC,Sample,Yes,PAWH200B,C,OTCPA3747,10/31/2019,Active,
752678ADT,Omeprazole 5mg Tablets,Pharma,General Market,Yes,TXDC300C,B,PHRTX6111,1/17/2017,Active,
140699JPT,Metformin 20mg Tablets,Pharma,General Market,Yes,PAWH200B,A,PHRPA6281,7/3/2022,Active,
547856INL,Cold and Flu Capsules,OTC,General Market,Yes,PAWH200B,A,OTCPA4954,7/9/2024,Inactive,
370093QJU,Allergy Relief Caps Private Label,OTC,Private Label,Yes,NJWH100A,C,OTCNJ4870,6/12/2020,Active,
660230QFA,Cough Syrup,,General Market,Yes,CADC400D,C,OTCCA4876,2/7/2022,Inactive,
430756VJK,Cough Syrup,OTC,Private Label,Yes,ILWH500E,A,OTCIL1381,6/15/2022,Active,2/16/2026
651337HES,Amoxicillin 50mg Tablets,Pharma,General Market,Yes,NJWH100A,C,PHRNJ4107,3/2/2019,Active,
647176NEH,Losartan 10mg Tablets,Pharma,Sample,Yes,NJWH100A,B,PHRNJ7953,1/23/2024,Inactive,
721513YZS,Pain Relief Tablets Private Label,OTC,,Yes,,A,OTCTX5013,3/14/2025,Inactive,
547558WNJ,Alelrgy Relief Caps,OTC,Sample,Yes,NJWH100A,C,OTCNJ7078,3/6/2025,Inactive,
386646UWU,Lisinopril 5mg Tablets,Pharma,General Market,Yes,NJWH100A,A,PHRNJ6482,1/1/2023,Active,
724071MCR,Allergy Relief Caps,OTC,General Market,Yes,PAWH200B,A,OTCPA5283,10/10/2021,Inactive,
31765Q6YF,Pain Relief Tablets,OTC,Private Label,Yes,PAWH200B,C,OTCPA5805,12/12/2025,Inactive,
575658GMK,Metformin 50mg Tablets Sample,Pharma,Sample,Yes,CADC400D,C,INVALIDFRG1,4/25/2019,Active,
525485UOP,Hydrochlorothiazide 20mg Tablets,Pharma,General Market,Yes,PAWH200B,C,PHRPA3748,5/21/2024,Active,
848013OLG,Amoxicillin 50mg Tablets,Pharma,General Market,Yes,TXDC300C,C,PHRTX1012,1/18/2019,Active,
953585ROH,Antacid Chewables,OTC,General Market,Yes,CADC400D,C,OTCCA6816,9/21/2020,Inactive,
319591XSJ,Cold and Flu Capsules Private Label,OTC,Private Label,No,ILWH500E,C,OTCIL4968,6/1/2021,Active,
458730RSC,Amoxicillin 5mg Tablets,,General Market,Yes,PAWH200B,C,PHRPA7864,3/28/2024,Inactive,
216854HGQ,Atorvastatin 10gm Tablets,Pharma,Private Label,Yes,NJWH100A,B,PHRNJ4647,9/8/2021,Inactive,
126684PAQ,Pain Relief Tablets Private Label,OTC,Private Label,Yes,ILWH500E,A,OTCIL9938,5/2/2023,Active,
789208VCR,Atorvastatin 100mg Tablets,Pharma,Sample,No,,A,PHRTX2948,8/31/2022,Inactive,
957628ZKZ,Cough Syrup,OTC,General Market,Yes,CADC400D,C,OTCCA4998,7/3/2018,Active,
834972YLD,Hydrochlorothiazide 50mg Tablets Private Label,Pharma,Private Label,Yes,CADC400D,B,PHRCA1911,1/25/2021,Inactive,
731404VED,Omeprazole 250mg Tablets,Pharma,Private Label,Yes,ILWH500E,B,PHRIL6725,1/22/2017,Active,
347328ZSP,Metformin 250mg Tablets,Pharma,,Yes,CADC400D,C,PHRCA8596,8/2/2024,Inactive,
161328OUL,Losartan 10mg Tablets Private Label,,Private Label,Yes,,A,PHRCA9127,7/7/2018,Inactive,
339500EOT,Cough Syrup,OTC,Sample,Yes,PAWH200B,A,OTCPA8983,6/25/2019,Inactive,
720797DHU,Lisinopril 5mg Tablets Sample,Pharma,Sample,Yes,CADC400D,C,PHRCA7128,9/3/2017,Active,4/26/2030
276390PMV,Amoxicillin 10mg Tablets Sample,Pharma,Sample,Yes,CADC400D,C,PHRCA1574,12/29/2025,Active,
927180IJI,Antacid Chewables Sample,OTC,Sample,Yes,TXDC300C,B,OTCTX7088,8/27/2020,Active,
109621JQU,Sertraline 250mg Tablets,Pharma,General Market,Yes,CADC400D,B,PHRCA7163,11/5/2021,Active,
220117WJF,Allergy Relief Caps,OTC,General Market,Yes,PAWH200B,C,OTCPA9894,9/9/2022,Inactive,
853580JBO,Cold and Flu Capsules,OTC,General Market,No,NJWH100A,B,OTCNJ8402,10/18/2017,Inactive,
930200QHW,Amoxicillin 5mg Tablets Private Label,Pharma,Private Label,Yes,CADC400D,A,PHRCA2075,5/31/2020,Active,
501173XIY,Ibuprofen 100mg Tablets,Pharma,Private Label,Yes,PAWH200B,C,PHRPA7220,11/2/2017,Active,
173311RPF,Pain Relief Tablets Sample,OTC,Sample,Yes,ILWH500E,C,OTCIL8089,9/20/2025,Active,
340478GII,Losartan 50mg Tablets,Pharma,Private Label,Yes,NJWH100A,C,PHRNJ7973,5/29/2022,Active,
312035ZJX,Cold and Flu Capsules Private Label,OTC,Private Label,Yes,PAWH200B,C,OTCPA7805,6/27/2017,Active,
264654JWF,Pain Relief Tablets,OTC,Sample,Yes,ILWH500E,A,OTCIL8936,10/25/2017,Active,
125068JFO,Levothyroxine 100mg Tablets Sample,Pharma,Sample,Yes,PAWH200B,B,PHRPA8913,7/2/2025,Active,
702560GQZ,Allergy Relief Caps Sample,OTC,Sample,Yes,ILWH500E,B,OTCIL8406,4/25/2025,Active,
440425BEB,Antacid Chewables Private Label,OTC,Private Label,Yes,PAWH200B,A,OTCPA8811,11/26/2025,Active,
223667UFA,Cough Syrup,OTC,General Market,Yes,ILWH500E,B,OTCIL8795,5/15/2019,Inactive,
957351NTK,Pain Relief Tabelts,OTC,General Market,Yes,ILWH500E,A,OTCIL9194,10/30/2021,Active,10/25/2031
319470FSY,Omeprazole 50mg Tablets,Pharma,General Market,Yes,ILWH500E,C,PHRIL8170,12/3/2024,Inactive,
591257FJP,Pain Relief Tablets,OTC,Private Label,Yes,ILWH500E,C,OTCIL3830,11/7/2023,Active,
490949PUF,Cold and Flu Capsules,OTC,Private Label,Yes,TXDC300C,B,OTCTX3120,3/10/2019,Inactive,
323241TDI,Antacid Chewables Private Label,,Private Label,Yes,ILWH500E,A,OTCIL5963,5/17/2022,Inactive,
179557MAA,Lisinopril 20mg Tablets,Pharma,Private Label,Yes,ILWH500E,A,PHRIL5869,9/28/2018,Active,1/24/2026
847862CGH,Losartan 100mg Tablets,,General Market,Yes,PAWH200B,C,PHRPA6925,5/28/2017,Inactive,
231229XHU,Pain Relief Tablets,OTC,General Market,Yes,NJWH100A,A,OTCNJ3536,1/23/2017,Inactive,
429705IHV,Allergy Relief Caps,OTC,General Market,Yes,CADC400D,C,OTCCA7096,3/29/2022,Inactive,
463917LXA,Omeprazole 100mg Tablets Sample,Pharma,Sample,Yes,TXDC300C,A,PHRTX4699,3/22/2019,Inactive,
659028OHI,Hydrochlorothiazide 50mg Tablets,Pharma,General Market,Yes,NJWH100A,A,PHRNJ6583,10/11/2021,Active,
668548DKS,Pain Relief Tablets,OTC,General Market,Yes,PAWH200B,C,INVALIDFRG1,9/20/2019,Active,
942127ISY,Pain Relief Tablets Sample,OTC,Sample,Yes,NJWH100A,A,OTCNJ7827,1/31/2024,Inactive,
495380OKT,Metformin 5mg Tablets Sample,Pharma,Sample,Yes,ILWH500E,C,INVALIDFRG1,1/14/2020,Active,
418627HBK,Cough Syrup Private Label,OTC,Private Label,Yes,CADC400D,B,OTCCA5412,10/10/2022,Active,
974515ANE,Atorvastatin 20mg Tablets,,Private Label,Yes,TXDC300C,A,PHRTX6698,4/28/2025,Active,
117543RGW,Metformin 5mg Tablets,Pharma,,Yes,NJWH100A,B,PHRNJ3406,8/27/2022,Active,
390158AFH,Pain Relief Tablets Sample,,,Yes,NJWH100A,C,OTCNJ2972,5/12/2018,Active,
564876TXK,Levothyroxine5 0mg Tablets,Pharma,General Market,Yes,TXDC300C,A,PHRTX9354,5/4/2021,Inactive,
438646MAP,Cold and Flu Capsules Sample,OTC,Sample,Yes,CADC400D,C,OTCCA2902,11/19/2021,Active,
627092SQT,Atorvastati n5mg Tablets Sample,Pharma,Sample,No,NJWH100A,A,PHRNJ4710,1/28/2017,Inactive,
235943TKL,Pain Relief Tablets Sample,OTC,Sample,Yes,NJWH100A,A,OTCNJ3246,12/7/2023,Active,
862986SHV,Cold and Flu Capsules Private Label,OTC,Private Label,Yes,,C,OTCNJ2224,9/29/2017,Active,
244259FHA,Amoxicillin 50mg Tablets Sample,Pharma,,Yes,ILWH500E,C,PHRIL6457,9/17/2017,Inactive,
772819FVR,Lisinopril 10mg Tablets,Pharma,General Market,Yes,TXDC300C,C,PHRTX1498,9/26/2020,Active,
997812MCK,Cold and Flu Capsules,OTC,General Market,Yes,PAWH200B,A,OTCPA1199,9/22/2022,Inactive,
574734CEO,Metformin 250mg Tablets Sample,Pharma,Sample,Yes,TXDC300C,C,PHRTX6845,12/6/2019,Inactive,
733915CQN,Losartan 10mg Tablets,Pharma,General Market,Yes,CADC400D,B,PHRCA7161,6/9/2025,Inactive,
347861SHR,Cough Syrup Sample,OTC,,Yes,ILWH500E,C,OTCIL2436,8/4/2023,Inactive,
491576GLM,Cold and Flu Capslues,OTC,Sample,Yes,NJWH100A,B,OTCNJ2811,9/24/2023,Inactive,
890275XRL,Pain Relief Tablets Sample,OTC,Sample,Yes,NJWH100A,A,OTCNJ2209,9/15/2023,Inactive,
340143OMN,Ibuprofen 100mg Tablets,Pharma,,Yes,NJWH100A,B,PHRNJ1865,8/29/2019,Inactive,
132680UXS,Lisinopril 100mg Tablets,Pharma,Sample,Yes,ILWH500E,C,PHRIL2391,9/22/2021,Active,
198999BAE,Antacid Chewables,OTC,Private Label,Yes,NJWH100A,C,OTCNJ7997,11/23/2022,Inactive,
290554RBG,Hydrochlorothiazide 100mg Tablets,Pharma,General Market,Yes,PAWH200B,C,PHRPA4896,4/1/2017,Active,
716670IRC,Antacid Chewables,OTC,General Market,Yes,,A,OTCCA9741,9/5/2017,Active,
425059UVD,Hydrochlorothiazide 10mg Tablets,Pharma,General Market,Yes,ILWH500E,C,PHRIL5777,6/19/2018,Active,
850588DXO,Lisinopril 100mg Tablets Private Label,Pharma,Private Label,Yes,TXDC300C,B,PHRTX7532,2/7/2022,Inactive,
147487XPK,Antacid Chewables Private Label,OTC,Private Label,Yes,,B,OTCNJ1494,2/6/2022,Inactive,
343434PVZ,Pain Relief Tablets,OTC,General Market,Yes,PAWH200B,A,OTCPA6234,3/28/2024,Inactive,7/22/2031
558518NFQ,Pain Relief Tablets Private Label,OTC,Private Label,Yes,CADC400D,A,OTCCA7638,7/14/2018,Inactive,
192024EUA,Hydrochlorothiazide 100mg Tablets Private Lbael,Pharma,Private Label,Yes,TXDC300C,C,PHRTX6266,7/19/2019,Inactive,
259666RXK,Metformin 100mg Tablets,Pharma,Sample,Yes,NJWH100A,A,PHRNJ1352,8/20/2020,Inactive,
882343JIS,Allergy Relief Caps Sample,OTC,Sample,Yes,NJWH100A,B,OTCNJ5576,8/29/2022,Inactive,
907380FYC,Cough Syrup,OTC,General Market,Yes,,A,OTCIL8496,7/31/2024,Inactive,
775554QIN,Cold and Flu Capsules,OTC,,Yes,CADC400D,A,INVALIDFRG1,11/21/2024,Active,
603625TCL,Allergy Relief Caps Private Label,OTC,Private Label,Yes,,B,OTCTX4055,4/14/2024,Active,
290664SIN,Allergy Relief Caps Sample,OTC,Sample,Yes,ILWH500E,B,OTCIL1445,8/20/2020,Inactive,
997578NWK,Allergy Relief Caps,OTC,,Yes,CADC400D,C,OTCCA2642,1/3/2020,Inactive,
965657MEH,Mteformin 5mg Tablets Sample,Pharma,Sample,Yes,ILWH500E,B,PHRIL2267,4/2/2019,Active,
465619PLC,Cold and Flu Capsules,OTC,General Market,Yes,TXDC300C,B,OTCTX6460,6/2/2021,Inactive,
180526AWG,Omeprazole 20mg Tablets,Pharma,General Market,Yes,ILWH500E,C,PHRIL6440,12/29/2022,Active,
367440TEC,Cough Syrup,OTC,Private Label,Yes,TXDC300C,B,OTCTX7821,9/10/2023,Active,
880579XCY,Cough Syrup Private Label,OTC,Private Label,Yes,NJWH100A,B,OTCNJ4212,1/18/2024,Inactive,
296897MVC,Metformin 100mg Tablets,Pharma,General Market,Yes,ILWH500E,B,PHRIL3411,8/1/2017,Active,
931640FOC,Allergy Relief Caps Private Label,OTC,Private Label,Yes,NJWH100A,A,OTCNJ6949,8/6/2020,Active,
335406BMF,Cough Syrup Sample,OTC,Sample,Yes,ILWH500E,A,OTCIL4175,1/8/2022,Active,
697500UTZ,Allergy Relief Caps Sample,OTC,Sample,Yes,TXDC300C,B,OTCTX8906,4/16/2021,Active,
466279XUQ,Amoxicillin 10mg Tablets Sample,Pharma,Sample,Yes,,C,PHRTX2654,11/12/2019,Active,
437987CZV,Cough Syrup,OTC,Sample,Yes,PAWH200B,A,OTCPA7761,12/16/2019,Inactive,
555993KID,Omeprazole 10mg Tablets,Pharma,General Market,Yes,TXDC300C,C,PHRTX9257,11/11/2017,Active,
300053SZA,Cough Syrup,OTC,,Yes,CADC400D,A,OTCCA7636,6/14/2024,Inactive,
236921SPD,Cough Syrup,OTC,General Market,Yes,PAWH200B,A,OTCPA9628,3/19/2023,Inactive,
354945OKI,Hydrochlorothiazide 250mg Tablets Private Label,Pharma,Private Label,Yes,PAWH200B,A,PHRPA1797,11/16/2024,Inactive,
840943FMT,Pain Relief Tablets,OTC,General Market,Yes,CADC400D,A,OTCCA8088,9/11/2020,Active,
921062NJB,Hydrochlorothiazide 250mg Tablets,Pharma,Private Label,No,CADC400D,B,PHRCA6751,2/21/2018,Inactive,
912001QEH,Allergy Relief Caps Private Label,OTC,Private Label,Yes,PAWH200B,C,OTCPA4316,3/4/2018,Active,
430646DWQ,Amoxicillin 10mg Tablets Sample,Pharma,Sample,Yes,TXDC300C,C,PHRTX2224,7/8/2022,Inactive,
863790ZDR,Pain Relief Tablets,OTC,General Market,Yes,NJWH100A,B,OTCNJ5825,1/26/2025,Inactive,
859295UUL,Pain Relief Tablets Private Label,OTC,Private Label,Yes,NJWH100A,A,OTCNJ7262,8/3/2017,Active,
786378MKV,Antacid Chewables Private Label,OTC,Private Label,Yes,NJWH100A,B,OTCNJ6051,3/31/2017,Inactive,
481526PMN,Ibuprofen 50mg Tablets,Pharma,Sample,Yes,,B,PHRIL6685,11/24/2023,Inactive,
570141YIA,Atoravstatin 250mg Tablets,Pharma,Private Label,Yes,TXDC300C,,PHRTX9981,8/25/2024,Inactive,
172986GKO,Pain ReliefT ablets,OTC,Sample,Yes,CADC400D,C,OTCCA4743,3/26/2018,Active,
915263CFL,Pain Relief Tablets,OTC,Private Label,Yes,,C,OTCTX7273,9/12/2020,Inactive,
365051MHT,Cough Syrup,OTC,Sample,Yes,,A,OTCPA7905,11/23/2021,Inactive,
989959ELT,Cough Syrup Private Label,OTC,Private Label,Yes,ILWH500E,B,OTCIL7421,9/18/2021,Inactive,
433077OSG,Pain Relief Tablets,OTC,General Market,Yes,TXDC300C,C,INVALIDFRG1,7/10/2017,Inactive,
324875QYN,Losartan 10mg Tablets Sample,,Sample,Yes,TXDC300C,C,PHRTX3607,8/29/2023,Active,
615782DNM,Antacid Chewables,,General Market,Yes,CADC400D,B,OTCCA6325,8/25/2024,Inactive,
969564PKN,Omeprazole 10mg Tablets Sampel,Pharma,Sample,Yes,CADC400D,C,PHRCA7406,9/30/2025,Active,
667722WPX,Atorvastatin 250mg Tablets Private Label,Pharma,Private Label,Yes,CADC400D,C,PHRCA6583,6/25/2020,Inactive,3/19/2032
396033PCQ,Metformin 5mg Tablets Sample,Pharma,Sample,Yes,PAWH200B,A,PHRPA7845,4/16/2023,Active,
453978XYG,Cough Syrup Private Label,OTC,Private Label,No,,A,OTCCA7624,10/7/2018,Inactive,
638857QEC,Atorvastatin 250mg Tablets Sample,Pharma,Sample,Yes,PAWH200B,B,PHRPA5332,7/4/2017,Active,
127266ZSM,Sertraline 250mg Tablets Sample,Pharma,Sample,Yes,PAWH200B,C,PHRPA8296,3/16/2021,Inactive,
478407WVM,Sertraline 100mg Tablets,Pharma,General Market,Yes,PAWH200B,A,PHRPA5281,3/15/2021,Active,
467272UCS,Hydrochlorothiazide 50mg Tablets,Pharma,Private Label,Yes,,B,PHRPA6833,4/14/2017,Active,
842639EVV,Lisinopril 20mg Tablets,Pharma,General Market,Yes,NJWH100A,B,PHRNJ2228,4/3/2025,Active,
929839GUK,Cold and Flu Capsules Sample,OTC,Sample,Yes,NJWH100A,A,OTCNJ8619,5/26/2018,Active,
345801CWI,Losartan 5mg Tablets Sample,Pharma,Sample,Yes,NJWH100A,C,PHRNJ9618,9/5/2022,Active,
782968YFF,Pain Relief Tablets,OTC,Private Label,Yes,NJWH100A,C,OTCNJ1190,8/10/2023,Active,
710845ZOB,Pain Relief Tablets,OTC,General Market,Yes,TXDC300C,A,OTCTX3555,10/6/2023,Inactive,
217501BTH,Omeprazole 100mg Tablets,Pharma,Private Label,Yes,TXDC300C,A,PHRTX1492,4/10/2024,Inactive,
398248WFQ,Lisinopril 20mg Tablets Private Label,Pharma,Private Label,Yes,NJWH100A,B,PHRNJ3069,2/19/2023,Active,
560975NES,Sertraline 50mg Tablets Sample,Pharma,Sample,Yes,NJWH100A,C,PHRNJ3467,8/4/2020,Active,
165663FKT,Cold and Flu Capsules Private Label,OTC,Private Label,Yes,NJWH100A,B,OTCNJ2153,5/5/2022,Active,9/3/2019
673163OKZ,Coug hSyrup Private Label,OTC,Private Label,Yes,CADC400D,A,OTCCA1439,5/31/2017,Inactive,
313180HAW,Cold and Flu Capsules Sample,OTC,Sample,Yes,CADC400D,B,OTCCA9171,11/12/2018,Inactive,
973033LLA,Antacid Chewables,OTC,General Market,Yes,PAWH200B,B,OTCPA4136,6/7/2024,Inactive,
107307ZGW,Cough Syrup,OTC,General Market,Yes,NJWH100A,B,OTCNJ6002,10/17/2019,Inactive,
633587NIO,Sertraline 10mg Tablets Sample,Pharma,Sample,No,NJWH100A,C,PHRNJ2519,2/3/2018,Inactive,
567412QPH,Omeprazole 100mg Tablets,Pharma,Sample,Yes,TXDC300C,C,PHRTX5289,7/16/2025,Inactive,
557361GHC,Antacid Chewables,OTC,Private Label,Yes,CADC400D,C,OTCCA3598,5/26/2024,Inactive,
650189WOB,Cough Syrup Sample,OTC,Sample,Yes,PAWH200B,A,OTCPA8947,2/1/2024,Inactive,
623324RAT,Cough Syrup Sample,OTC,Sample,Yes,TXDC300C,B,OTCTX2781,12/26/2018,Inactive,
123919ITP,Omeprazole 250mg Tablets,Pharma,General Market,Yes,CADC400D,C,PHRCA7440,5/19/2022,Active,
253716ULJ,Sertraline 5mg Tabltes,Pharma,Private Label,No,CADC400D,A,PHRCA6089,9/10/2024,Inactive,
878737MBD,Cough Syrup,OTC,General Market,Yes,NJWH100A,A,OTCNJ2049,2/26/2017,Inactive,8/1/2031
272823UMW,Pain Relief Tablets,OTC,Sample,Yes,NJWH100A,C,OTCNJ7563,12/31/2024,Active,
523994WHG,Hydrochlorothiazide 10mg Tablets,Pharma,Sample,Yes,TXDC300C,A,PHRTX5200,9/19/2023,Active,
283178LPR,Pain Relief Tablets,OTC,General Market,Yes,PAWH200B,A,OTCPA3301,10/5/2023,Active,
412120YMS,Atorvastatin 100mg Tablets Sample,Pharma,Sample,Yes,PAWH200B,C,PHRPA9569,6/3/2023,Active,
904735MPE,Sertraline 10mg Tablets Private Label,Pharma,Private Label,Yes,ILWH500E,C,PHRIL3109,12/2/2024,Active,
362409SEW,Pain Relief Tablets Private Label,OTC,Private Label,Yes,NJWH100A,B,OTCNJ9335,4/30/2025,Inactive,
759561KPV,Cold and Flu Capsules Sample,OTC,Sample,Yes,PAWH200B,C,OTCPA2042,1/19/2018,Inactive,
810300OUK,Ibuprofen 50mg Tablets,Pharma,General Market,Yes,PAWH200B,B,PHRPA3321,6/22/2025,Active,
427558IYA,Lisinopril 250mg Tablets,Pharma,Sample,Yes,PAWH200B,B,PHRPA4635,11/29/2022,Active,11/22/2030
277287CRN,Pain Relief Tablets Private Label,OTC,Private Label,Yes,TXDC300C,B,OTCTX7643,1/25/2017,Active,
991545YPP,Hydrochlorothiazide 100mg Tablets,Pharma,Private Label,No,TXDC300C,B,PHRTX1156,2/22/2020,Active,
695581NOZ,Hydrochlorothiazide 5mg Tablets,Pharma,General Market,Yes,TXDC300C,B,PHRTX8575,11/14/2018,Active,
433143CJL,Omeprazole 5mg Tablets,Pharma,,Yes,PAWH200B,B,INVALIDFRG1,2/20/2025,Inactive,
363093EZW,Sertraline 50mg Tablets,Pharma,General Market,Yes,NJWH100A,C,PHRNJ7548,9/25/2022,Active,
843421XUL,Levothyroxine 50mg Tablets,Pharma,Private Label,Yes,NJWH100A,A,PHRNJ2345,8/4/2024,Inactive,
591342CFS,Cold and Flu Capsules,OTC,General Market,No,ILWH500E,B,OTCIL5930,3/29/2024,Inactive,
852684UNT,Allergy Relief Caps,OTC,Sample,Yes,PAWH200B,B,OTCPA2089,11/9/2018,Active,
966323DCM,Allergy Relief Caps Sample,OTC,Sample,Yes,NJWH100A,B,OTCNJ5011,5/18/2023,Inactive,
156395PCA,Omeprazole 5mg Tablets Sample,Pharma,,Yes,NJWH100A,C,PHRNJ6462,2/22/2025,Active,
244106QDA,Atorvastatin 20mg Tablets,Pharma,General Market,Yes,PAWH200B,C,PHRPA1060,2/28/2019,Inactive,
948771VTJ,Sertraline 250mg Tablets,Pharma,Private Label,Yes,,,PHRPA4929,9/23/2022,Inactive,
374511ZLQ,Hydrochlorothiazide 20mg Tablets,Pharma,General Market,Yes,NJWH100A,B,PHRNJ7676,7/17/2017,Inactive,
591712HQR,Antacid Chewables Private Label,,Private Label,Yes,NJWH100A,B,OTCNJ8615,5/23/2021,Active,
965791JQP,Ibuprofen 10mg Tablets,Pharma,,Yes,TXDC300C,B,PHRTX5633,3/21/2018,Inactive,
547894HTZ,Antacid Chewables Sample,OTC,Sample,Yes,,A,OTCCA9505,2/26/2025,Active,
189754DDB,Amoxicillin 250mg Tablets Private Label,Pharma,Private Label,Yes,CADC400D,C,PHRCA8888,2/4/2022,Active,
669155IQJ,Omeprazole 100mg Tablets,Pharma,General Market,Yes,ILWH500E,A,PHRIL8852,8/20/2021,Active,
145040RLC,Sertraline 250mg Tablets,Pharma,Private Label,Yes,NJWH100A,C,PHRNJ3159,1/4/2023,Active,
998697SXW,Allergy Relief Caps Sample,OTC,Sample,Yes,PAWH200B,A,OTCPA1253,11/19/2024,Active,
637511CRB,Ibuprofen 2m0g Tablets Sample,Pharma,Sample,Yes,CADC400D,A,PHRCA6759,8/14/2017,Active,
328921EHY,Cold and Flu Capsules Sample,OTC,Sample,Yes,,C,OTCCA1206,3/29/2023,Active,
279233HYB,Ibuprofen 5mg Tablets,Pharma,Sample,Yes,ILWH500E,B,PHRIL9175,10/11/2022,Inactive,
522435LUM,Levothyroxine 20mg Tablets,Pharma,General Market,Yes,ILWH500E,A,PHRIL7605,5/8/2021,Inactive,10/30/2028
977938ABE,Atorvastatin 100mg Tablets Sample,Pharma,Sample,Yes,NJWH100A,A,PHRNJ7237,4/8/2017,Inactive,
309690YDF,Cold and Flu Capsules,OTC,Sample,Yes,PAWH200B,C,OTCPA8341,9/29/2020,Inactive,
593300LKO,Atorvastatin 5mg Tablets Private Label,Pharma,Private Label,Yes,PAWH200B,C,PHRPA1308,4/25/2025,Inactive,
830769GJP,Cold and Flu Capsules,,General Market,Yes,CADC400D,B,OTCCA3145,3/29/2024,Inactive,
820637PFW,Hydrochlorothiazide 10mg Tablets,Pharma,General Market,Yes,CADC400D,,PHRCA9463,6/30/2017,Active,
680837QZH,Amoxicillin 20gm Tablets,Pharma,Private Label,Yes,NJWH100A,B,PHRNJ5911,1/1/2018,Inactive,
883139KXL,Ibuprofen 5mg Tablets,Pharma,General Market,Yes,ILWH500E,B,PHRIL3090,11/21/2019,Active,
700094OEH,Ibuprofen 10mg Tablets Sample,Pharma,,Yes,ILWH500E,A,PHRIL8885,5/1/2025,Active,2/27/2030
142773PCV,Metformin 50mg Tablets,Pharma,General Market,Yes,CADC400D,C,PHRCA9426,4/19/2018,Inactive,
545872DPL,Cough Syrup,OTC,Sample,Yes,PAWH200B,B,OTCPA9979,5/24/2024,Active,
750942EYE,Allergy Relief Caps,OTC,Private Label,Yes,TXDC300C,B,OTCTX7033,5/14/2017,Active,
965519LFW,Cough Syrup,OTC,General Market,Yes,ILWH500E,C,OTCIL2157,5/9/2025,Inactive,
493013ZVL,Allregy Relief Caps Sample,OTC,Sample,Yes,ILWH500E,B,OTCIL4227,4/12/2017,Active,
604674AXO,Levothyroxine 10mg Tablets Private Label,Pharma,Private Label,Yes,ILWH500E,A,PHRIL4946,9/16/2025,Inactive,
672928TVY,Pain Relief Tablets Sample,OTC,Sample,Yes,CADC400D,C,OTCCA9863,8/16/2018,Active,
872807BMG,Omeprazole 250mg Tablets,Pharma,Sample,Yes,PAWH200B,B,PHRPA5364,6/5/2020,Inactive,
147567TFG,Cold and Flu Capsules Sample,OTC,,Yes,NJWH100A,B,OTCNJ6137,12/3/2020,Inactive,
771038ICT,Cold and Flu Capsules Private Label,OTC,Private Label,Yes,TXDC300C,B,OTCTX4741,9/11/2017,Inactive,
